source_file,csv_file,motion_index,motion_key,frames,fps,columns
ACCAD_retargeted\C11_-__run_turn_left_(90)_stageii.pkl,csv_npz_input\ACCAD_retargeted\C11_-__run_turn_left_(90)_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_5_crawl\C11_-__run_turn_left_(90)_stageii.npz,70,30,30
ACCAD_retargeted\C13_-__run_turn_left_(135)_stageii.pkl,csv_npz_input\ACCAD_retargeted\C13_-__run_turn_left_(135)_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_6_sway\C13_-__run_turn_left_(135)_stageii.npz,86,30,30
ACCAD_retargeted\C14_-__run_turn_right__(90)_stageii.pkl,csv_npz_input\ACCAD_retargeted\C14_-__run_turn_right__(90)_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_7_walk\C14_-__run_turn_right__(90)_stageii.npz,128,30,30
ACCAD_retargeted\C15_-__run_turn_right__(45)_stageii.pkl,csv_npz_input\ACCAD_retargeted\C15_-__run_turn_right__(45)_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_2_walk\C15_-__run_turn_right__(45)_stageii.npz,64,30,30
ACCAD_retargeted\C16_-__run_turn_right__(135)_stageii.pkl,csv_npz_input\ACCAD_retargeted\C16_-__run_turn_right__(135)_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_0_run\C16_-__run_turn_right__(135)_stageii.npz,71,30,30
ACCAD_retargeted\C19_-__run_to_hop_to_walk_stageii.pkl,csv_npz_input\ACCAD_retargeted\C19_-__run_to_hop_to_walk_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_4_walk\C19_-__run_to_hop_to_walk_stageii.npz,127,30,30
ACCAD_retargeted\C20_-__run_to_jump_to_walk_stageii.pkl,csv_npz_input\ACCAD_retargeted\C20_-__run_to_jump_to_walk_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_2_walk\C20_-__run_to_jump_to_walk_stageii.npz,120,30,30
ACCAD_retargeted\C21_-__run_to_pick_up_box_stageii.pkl,csv_npz_input\ACCAD_retargeted\C21_-__run_to_pick_up_box_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_2_walk\C21_-__run_to_pick_up_box_stageii.npz,145,30,30
ACCAD_retargeted\C21_s2_-__run_to_pick_up_box_stageii.pkl,csv_npz_input\ACCAD_retargeted\C21_s2_-__run_to_pick_up_box_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_1_crouch\C21_s2_-__run_to_pick_up_box_stageii.npz,77,30,30
ACCAD_retargeted\C22_-__run_with_box_stageii.pkl,csv_npz_input\ACCAD_retargeted\C22_-__run_with_box_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_1_crouch\C22_-__run_with_box_stageii.npz,60,30,30
ACCAD_retargeted\C24_-__side_step_left_stageii.pkl,csv_npz_input\ACCAD_retargeted\C24_-__side_step_left_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_0_run\C24_-__side_step_left_stageii.npz,119,30,30
ACCAD_retargeted\C25_-__side_step_right_stageii.pkl,csv_npz_input\ACCAD_retargeted\C25_-__side_step_right_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_5_crawl\C25_-__side_step_right_stageii.npz,129,30,30
ACCAD_retargeted\C26_-__run_to_crouch_stageii.pkl,csv_npz_input\ACCAD_retargeted\C26_-__run_to_crouch_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_0_run\C26_-__run_to_crouch_stageii.npz,90,30,30
ACCAD_retargeted\C27_-_crouch_to_run1_stageii.pkl,csv_npz_input\ACCAD_retargeted\C27_-_crouch_to_run1_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_0_run\C27_-_crouch_to_run1_stageii.npz,97,30,30
ACCAD_retargeted\C2_-_Run_to_stand_stageii.pkl,csv_npz_input\ACCAD_retargeted\C2_-_Run_to_stand_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_0_run\C2_-_Run_to_stand_stageii.npz,160,30,30
ACCAD_retargeted\C3_-_Run_stageii.pkl,csv_npz_input\ACCAD_retargeted\C3_-_Run_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_0_run\C3_-_Run_stageii.npz,51,30,30
ACCAD_retargeted\C4_-_Run_to_walk1_stageii.pkl,csv_npz_input\ACCAD_retargeted\C4_-_Run_to_walk1_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_0_run\C4_-_Run_to_walk1_stageii.npz,106,30,30
ACCAD_retargeted\C5_-_walk_to_run_stageii.pkl,csv_npz_input\ACCAD_retargeted\C5_-_walk_to_run_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_0_run\C5_-_walk_to_run_stageii.npz,163,30,30
ACCAD_retargeted\C6_-_stand_to_run_backwards_stageii.pkl,csv_npz_input\ACCAD_retargeted\C6_-_stand_to_run_backwards_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_0_run\C6_-_stand_to_run_backwards_stageii.npz,225,30,30
ACCAD_retargeted\C7_-__run_backwards_stageii.pkl,csv_npz_input\ACCAD_retargeted\C7_-__run_backwards_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_0_run\C7_-__run_backwards_stageii.npz,93,30,30
ACCAD_retargeted\C8_-__run_backwards_to_stand_stageii.pkl,csv_npz_input\ACCAD_retargeted\C8_-__run_backwards_to_stand_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_5_crawl\C8_-__run_backwards_to_stand_stageii.npz,133,30,30
ACCAD_retargeted\C9_-__run_backwards_turn_run_forward_stageii.pkl,csv_npz_input\ACCAD_retargeted\C9_-__run_backwards_turn_run_forward_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_0_run\C9_-__run_backwards_turn_run_forward_stageii.npz,69,30,30
ACCAD_retargeted\D1_-_Urban_1_stageii.pkl,csv_npz_input\ACCAD_retargeted\D1_-_Urban_1_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_1_crouch\D1_-_Urban_1_stageii.npz,461,30,30
ACCAD_retargeted\D2_-_Wait_1_stageii.pkl,csv_npz_input\ACCAD_retargeted\D2_-_Wait_1_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_3_box\D2_-_Wait_1_stageii.npz,1156,30,30
ACCAD_retargeted\D3_-_Conversation_Gestures_stageii.pkl,csv_npz_input\ACCAD_retargeted\D3_-_Conversation_Gestures_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_3_box\D3_-_Conversation_Gestures_stageii.npz,1522,30,30
ACCAD_retargeted\D5_-_Random_Stuff_2_stageii.pkl,csv_npz_input\ACCAD_retargeted\D5_-_Random_Stuff_2_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_1_crouch\D5_-_Random_Stuff_2_stageii.npz,499,30,30
ACCAD_retargeted\D6-_CartWheel_stageii.pkl,csv_npz_input\ACCAD_retargeted\D6-_CartWheel_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_2_walk\D6-_CartWheel_stageii.npz,143,30,30
ACCAD_retargeted\General_A10_-__Lie_Down_to_Crouch_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A10_-__Lie_Down_to_Crouch_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_1_crouch\General_A10_-__Lie_Down_to_Crouch_stageii.npz,226,30,30
ACCAD_retargeted\General_A11_-___Military_Crawl_Forward_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A11_-___Military_Crawl_Forward_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_5_crawl\General_A11_-___Military_Crawl_Forward_stageii.npz,319,30,30
ACCAD_retargeted\General_A12_-___Military_Crawl_Backwards_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A12_-___Military_Crawl_Backwards_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_5_crawl\General_A12_-___Military_Crawl_Backwards_stageii.npz,494,30,30
ACCAD_retargeted\General_A1_-_Stand_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A1_-_Stand_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_6_sway\General_A1_-_Stand_stageii.npz,187,30,30
ACCAD_retargeted\General_A2_-_Sway_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A2_-_Sway_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_6_sway\General_A2_-_Sway_stageii.npz,271,30,30
ACCAD_retargeted\General_A2_-_Sway_t2_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A2_-_Sway_t2_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_6_sway\General_A2_-_Sway_t2_stageii.npz,281,30,30
ACCAD_retargeted\General_A2_-_Sway_t3_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A2_-_Sway_t3_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_6_sway\General_A2_-_Sway_t3_stageii.npz,292,30,30
ACCAD_retargeted\General_A3_-_Swing_Arms_While_Stand_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A3_-_Swing_Arms_While_Stand_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_6_sway\General_A3_-_Swing_Arms_While_Stand_stageii.npz,172,30,30
ACCAD_retargeted\General_A4_-_Look_Around_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A4_-_Look_Around_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_6_sway\General_A4_-_Look_Around_stageii.npz,479,30,30
ACCAD_retargeted\General_A5_-_Pick_Up_Box_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A5_-_Pick_Up_Box_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_6_sway\General_A5_-_Pick_Up_Box_stageii.npz,141,30,30
ACCAD_retargeted\General_A6_-_Lift_Box_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A6_-_Lift_Box_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_6_sway\General_A6_-_Lift_Box_stageii.npz,148,30,30
ACCAD_retargeted\General_A7_-_Crouch_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A7_-_Crouch_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_1_crouch\General_A7_-_Crouch_stageii.npz,180,30,30
ACCAD_retargeted\General_A8_-__Crourch_to_Lie_(forward)_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A8_-__Crourch_to_Lie_(forward)_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_1_crouch\General_A8_-__Crourch_to_Lie_(forward)_stageii.npz,198,30,30
ACCAD_retargeted\General_A8_-_Crouch_to_Lie_Down_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A8_-_Crouch_to_Lie_Down_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_1_crouch\General_A8_-_Crouch_to_Lie_Down_stageii.npz,237,30,30
ACCAD_retargeted\General_A9_-___Lie_(forward)_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A9_-___Lie_(forward)_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_5_crawl\General_A9_-___Lie_(forward)_stageii.npz,71,30,30
ACCAD_retargeted\General_A9_-___Lie_(forward)_t2_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A9_-___Lie_(forward)_t2_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_5_crawl\General_A9_-___Lie_(forward)_t2_stageii.npz,249,30,30
ACCAD_retargeted\General_A9_-__Lie_Down_stageii.pkl,csv_npz_input\ACCAD_retargeted\General_A9_-__Lie_Down_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_1_crouch\General_A9_-__Lie_Down_stageii.npz,349,30,30
ACCAD_retargeted\Run_C24_-_quick_side_step_left_stageii.pkl,csv_npz_input\ACCAD_retargeted\Run_C24_-_quick_side_step_left_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_2_walk\Run_C24_-_quick_side_step_left_stageii.npz,89,30,30
ACCAD_retargeted\Run_C25_-_quick_side_step_right_stageii.pkl,csv_npz_input\ACCAD_retargeted\Run_C25_-_quick_side_step_right_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_2_walk\Run_C25_-_quick_side_step_right_stageii.npz,100,30,30
ACCAD_retargeted\Walk_B10_-_Walk_turn_left_45_stageii.pkl,csv_npz_input\ACCAD_retargeted\Walk_B10_-_Walk_turn_left_45_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_4_walk\Walk_B10_-_Walk_turn_left_45_stageii.npz,253,30,30
ACCAD_retargeted\Walk_B13_-_Walk_turn_right_45_stageii.pkl,csv_npz_input\ACCAD_retargeted\Walk_B13_-_Walk_turn_right_45_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_4_walk\Walk_B13_-_Walk_turn_right_45_stageii.npz,279,30,30
ACCAD_retargeted\Walk_B15_-_Walk_turn_around_stageii.pkl,csv_npz_input\ACCAD_retargeted\Walk_B15_-_Walk_turn_around_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_2_walk\Walk_B15_-_Walk_turn_around_stageii.npz,342,30,30
ACCAD_retargeted\Walk_B16_-_Walk_turn_change_stageii.pkl,csv_npz_input\ACCAD_retargeted\Walk_B16_-_Walk_turn_change_stageii.csv,0,..\example\motion_data\clustered_motions\cluster_2_walk\Walk_B16_-_Walk_turn_change_stageii.npz,364,30,30
